doctorID,hospital,name,designation,specilization,department,location,profilelink,about,milestones
Medanta409,Medanta,Dr. Mayur Mayank,Consultant,"Well versed with all the techniques of Radiation Therapy Planning, evaluation and    execution | Worked on a variety of Radiation Therapy delivery machines. | 3D CRT | IMRT | IGRT | VMAT | SRS | SABR / SBRT | Brachytherapy | Adaptive Radiation Therapy | Expert in delivery of Radiation Therapy by 3D CRT, IMRT, IGRT, VMAT, SRS, SABR/SBRT, Brachytherapy and Adaptive Radiation Therapy. | Major diseases treated include Esophageal cancers, Rectal cancer, Liver & Pancreaticobiliary cancers, Anal canal cancers, Head and neck cancers, Breast cancer, Lung Cancer, Gynecological and Genitourinary cancers. | MBBS | DMRT | MD (Radiation Oncology) | DNB (Radiotherapy) | UICC fellowship",Cancer Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-mayur-mayank,"About Dr. Mayur Mayank

Dr. Mayur Mayank is a highly accomplished Radiation Oncologist with more than a decade of experience. He has been trained in Oncology at the prestigious Christian Medical College (CMC), Vellore. He has worked at premier institutes in India and has also been trained at Peter MacCallum Cancer Centre, Australia. He is well versed with all the latest treatment modalities in cancer and is an expert in IMRT, IGRT, VMAT, SRS, SBRT and Brachytherapy. He is a compassionate doctor with a good command over all types of cancer care and management.","Milestones Achieved
The Tamil Nadu Dr MGR Medical University Gold Medal for securing highest marks in MD (Radiotherapy) in 2015.
-
Best Oral Presentation at TNPY AROICON
-
UICC Fellowship in SABR from Melbourne, Australia
-
Established and started Department of Radiation ONCOLOGY AT Metro Cancer Hospital, Faridabad
-
Distinctions in Physiology, Forensic Medicine and Ophthalmology during MBBS training.
-
AROI award for Best Oral Presentation at AROITNPYCON-2012 at JIPMER, Puducherry in 2012.
2012
The Tamil Nadu Dr MGR Medical University Gold Medal for securing highest mark in DMRT in 2013.
-
The Tamil Nadu Dr MGR Medical University Gold Medal for securing highest marks in MD (Radiotherapy) in 2015.
-
Best Oral Presentation at TNPY AROICON
-
UICC Fellowship in SABR from Melbourne, Australia
-
Established and started Department of Radiation ONCOLOGY AT Metro Cancer Hospital, Faridabad
-
Distinctions in Physiology, Forensic Medicine and Ophthalmology during MBBS training.
-
AROI award for Best Oral Presentation at AROITNPYCON-2012 at JIPMER, Puducherry in 2012.
2012
The Tamil Nadu Dr MGR Medical University Gold Medal for securing highest mark in DMRT in 2013.
-
The Tamil Nadu Dr MGR Medical University Gold Medal for securing highest marks in MD (Radiotherapy) in 2015.
-
Best Oral Presentation at TNPY AROICON
-
UICC Fellowship in SABR from Melbourne, Australia
-
Established and started Department of Radiation ONCOLOGY AT Metro Cancer Hospital, Faridabad
-"
Medanta410,Medanta,Dr. Meenu Saharan,Consultant,Tropical fever/PUO | Multisystem diseases | Lifestyle diseases | Urinary tract infection | MD Medicine ( Buckingham University (UK) | 2016) | M.B.B.S ( Soochow University | China | 2010),Internal Medicine,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-meenu-saharan,"About Dr. Meenu Saharan

Dr Meenu Saharan, is a Consultant - Internal Medicine doctor with expertise in managing fevers, tropical disease, pyrexia of unknown origin (PUO), lifestyle disorders, urinary tract infections (UTI) and multisystem diseases.",notKnown
Medanta411,Medanta,Dr. Mohd Suhel,Consultant,Chemotherapy | Immunotherapy | Targeted Therapy | Management of Hematologic Malignancies and Stem cell transplantation | DrNB | MD Radiation Oncology | MBBS,Cancer Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-mohd-suhel,"About Dr. Mohd Suhel

Published MD thesis in Asia Pacific journal of Oncology
Published significance of genetic polymorphism in head and neck cancer in willey online library
DrNB thesis about to publish Clinical features, molecular profiles and treatment outcomes of Gliblastoma patients treated at FMRI Gurgaon","Awards/Academic Achievements
1st Prize in Quiz in UPAROICON 2017
2017"
Medanta412,Medanta,Dr. Monica Narayan,Consultant,High risk obstetrics management | Hysteroscopic & laparoscopic surgeries | Infertility | FMAS	WALS | DNB- OBSTETRICS & GYNAECOLOGY	VPIMS-LUCKNOW | DGO	PMCH -PATNA | MBBS	RIMS -RANCHI,"Gynaecology, Gynaeoncology & Obstetrics",Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gynaecology/doctor/dr-monica-narayan,"About Dr. Monica Narayan

Adolescent health
High risk obstetrics
Trained in minimal access surgery

Dr. Monica has a vast experience in obstetrics with keen interest in adolescent health. She has over 9 years experience. Dr. Monica Narayan completed MBBS from rajendra institutes of medical sciences, Ranchi, Jharkhand. She completed DGO from Patna medical college, Patna,Bihar. She then pursued diplomate in national board from Vivekanand polyclinic institute ONF medical sciences, Lucknow. She then went for fellowship in minimal access surgery in 2019 for training in laparoscopic surgery. She worked as junior consultant at Apollo medics, Lucknowbefore joining Medanta Lucknow.",notKnown
Medanta413,Medanta,Dr. Mukesh Kumar Agarwal,Consultant,"ICD and CRT D/P Implantation | Single & Double Chamber Permanent Pacemaker | Primary Angioplasty Bifurcation & CTO (Chronic Total Occlusion) | Device closure of ASD,PDA /VSD | DM(Cardiology) | MD (Medicine) | MBBS",Cardiac Care,Ranchi,https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/cardiology/doctor/dr-mukesh-kumar-agarwal,"About Dr. Mukesh Kumar Agarwal

Expertise in Coronary Angiography and Angioplasty, Peripheral Angiography and Angioplasty
Pacemaker, ICD & CRT, D/P implantation
ASD &VSD /PDA Closure BMV

Dr. Mukesh Kumar Agarwal is an Consultant, Interventional Cardiology, Heart Institute in Medanta Abdur Razzaque Ansari Memorial Weavers Hospital, Ranchi. He has done his MBBS and MD (Medicine) from RIMS Ranchi and DM (Cardiology), from MCH Kolkata. Mukesh has expertise in primary angioplasty and complex operations including handling well-complicated patients and those with end-stage disease.","Milestones Achieved
Awards & Accomplishments (Example: BC Roy Award, Padma Shri etc.)
Publications (include name of the research article, publication and web link)
Media (link to Youtube patient testimonial videos from Medanta channel)"
Medanta414,Medanta,Dr. Nadeem Mushtaque Ahmed,Consultant,"Advanced Laparoscopic Surgeries | Colorectal Surgeries | Complex Hernia and AWR – Lap. TEP, E-TEP, TAPP, PCS- TAR | Bariatric Surgeries and Robotic Surgeries | M.R.C.S. | F.A.C.S. | F.N.B. - Minimal Access Surgery | F.I.A.G.E.S. | M.S. General Surgery | M.B.B.S.",Gastrosciences,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gastroenterology/doctor/dr-nadeem-mushtaque-ahmed,"About Dr. Nadeem Mushtaque Ahmed

Specialized in Advanced and Complex Laparoscopic General and GI Surgeries
More than 9 years of Surgical experience at the best reputed hospitals of India – Apollo Hospitals Chennai and Apollo Multispeciality Hospitals Kolkata
Trained in Robotic Surgeries in Da - Vinci System

Dr. Nadeem Mushtaque Ahmed has a vast experience in the field of Minimal Access Surgery with excellent results. He has more than 9 years of surgical expertise.Dr. Nadeem Mushtaque Ahmed completed his MBBS followed by MS (General Surgery) from the Jawaharlal Nehru Medical College and Hospital, Aligarh Muslim University (A.M.U.), Aligarh, Uttar Pradesh, India. Following this, he went to pursue Fellowship National Board (F.N.B.) in Minimal Access Surgery from Apollo Hospitals, Chennai, from 2016 till 2018. During this he was in the Department of Surgical Gastrointestinal Surgery in which he was t... Continue Reading",notKnown
Medanta415,Medanta,Dr. Natasha Khullar Kumar,Consultant,Cognitive Deficits Rehabilitation | Behavioural Counseling | Neuropsychology | PhD. (Neuropsychology) | Msc. Developmental Neuropsychology (U.K),Neurosciences,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/dr-natasha-khullar-kumar,"About Dr. Natasha Khullar Kumar

Dr. Natasha has been with Medanta since 2010. Prior to this she was at VIMHANS hospital where she set up their Neurorehabilitation center. She has been trained in UK and has worked as a neuropsychologist with the National Health Services. She has experience in rehabilitation of patients with cognitive deficits ranging from memory problems, language deficits, executive functioning problems and behavioural issues. With adults she has good knowledge in the field of behavioural counseling. She deals regularly with children in assessing and providing therapy for behavioural and academic issues. She... Continue Reading",notKnown
Medanta416,Medanta,Dr. Neeraj Kumar,Consultant,Arthroplasty of knee and hip | Knee Arthroscopy | Periarticular fracture surgeries | Deformity correction surgeries | M.S (orthopaedics) | MBBS,Orthopaedics,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/orthopaedics/doctor/dr-neeraj-kumar,"About Dr. Neeraj Kumar

Has done complex periarticular surgeries
Arthroplasty surgery of hip joint and knee joint
Knee arthroscopy surgeries for ACL, PCL and multi ligament knee injury","02, Jan 2024

घुटने की रिप्लेसमेंट सर्जरी के बारे में 5 बातें जो आपको जानना जरूरी हैं

 By Dr Neeraj Kumar

19, May 2022

Arthritis Pain Relief Tips for Winter

 By Dr Neeraj Kumar

18, May 2022

5 Things You Need To Know About Knee Replacement Surgery

 By Dr Neeraj Kumar

28, Dec 2022

Worthwhile Bariatric Surgery in People with Knee Osteoarthritis

 By Dr Neeraj Kumar

28, Dec 2022

World Arthritis Day 2022: Warning Signs And Symptoms You Should Never Ignor..

 By Dr. Neeraj Kumar

12, Jan 2023

Alternative Method for Treating Adult Diaphyseal Human Fractures

 By Dr Neeraj Kumar

28, Feb 2023

Sprains - Causes, symptoms, treatment, and prevention

 By Dr Neeraj Kumar

10, Apr 2023

Sports Injuries – Causes, Types, Treatment

 By Dr Neeraj Kumar

02, Jan 2024

घुटने की रिप्लेसमेंट सर्जरी के बारे में 5 बातें जो आपको जानना जरूरी हैं

 By Dr Neeraj Kumar

19, May 2022

Arthritis Pain Relief Tips for Winter

 By Dr Neeraj Kumar

18, May 2022

5 Things You Need To Know About Knee Replacement Surgery

 By Dr Neeraj Kumar

28, Dec 2022

Worthwhile Bariatric Surgery in People with Knee Osteoarthritis

 By Dr Neeraj Kumar

28, Dec 2022

World Arthritis Day 2022: Warning Signs And Symptoms You Should Never Ignor..

 By Dr. Neeraj Kumar

12, Jan 2023

Alternative Method for Treating Adult Diaphyseal Human Fractures

 By Dr Neeraj Kumar

28, Feb 2023

Sprains - Causes, symptoms, treatment, and prevention

 By Dr Neeraj Kumar

10, Apr 2023

Sports Injuries – Causes, Types, Treatment

 By Dr Neeraj Kumar

02, Jan 2024

घुटने की रिप्लेसमेंट सर्जरी के बारे में 5 बातें जो आपको जानना जरूरी हैं

 By Dr Neeraj Kumar

19, May 2022

Arthritis Pain Relief Tips for Winter

 By Dr Neeraj Kumar"
Medanta417,Medanta,Dr. Nidhi Verma,Consultant,Comprehensive Ophthalmology | Glaucoma | Uvea | MS (opthalmology) | MBBS,Ophthalmology,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/opthalmology/doctor/dr-nidhi-verma,"About Dr. Nidhi Verma

Dr. Nidhi Kaushal has done her Post graduation from IGMC Shimla. She has more than 15 years of experience in opthalmology and has worked in various hospitals like IGMC Shimla, PGIMS Rohthak and Fortis Memorial Research Institute Gurugram. Her last overseas assignment was as Consultant at Victoria Hospital Seychelles. Her main fields of interest are Medical Retina, Glaucoma and Uvea. She has also been involved in teaching of both undergraduate and postgraduate students. At Medanta she is mainly involved in Preventive Health check ups and Comprehensive opthalmology.",notKnown
Medanta418,Medanta,Dr. Noor Bano,Consultant,Medanta e-ICU / Tele ICU – Digital health India | Research projects - Newer therapies in Sepsis/Dengue | Innovation & exploration in remote monitoring for critically ill patients | Digital Acute Care Medicine & e- Emergency | PDCC | FCCS (Critical Care Medicine) | M.D. (Anesthesia &amp; Critical Care) | APCCN (Critical care nutrition) | PDID (ICU-Infectious Disease),Critical Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-noor-bano,"About Dr. Noor Bano

Critical care medicine consultant & Infectious disease expert. Special intrest in MDR infections and novel therapy for severe dengue infection.
Chief Consultant digital critical care services under Medanta e-ICU project.
Expert in advanced critical care nutrition from specially in disease (CKD &amp; CLD) specific nutritional management in critically ill patients.

Dr Noor is consultant in Critical Care medicine at Medanta Lucknow. She is the lead Consultant of Medanta e-ICU taking care of remote ICU patient management. Her special interest is in development and establishment of tele-ICU services at pan India level. Apart from this her specialties are management of critical infections, advanced nutrition management & and early mobilization / rehabilitation in ICU.","06, Aug 2024

5 Amazing Ways EICU is Completely Revolutionizing the Field of Intensive Ca..

 By Dr. Noor Bano"
Medanta419,Medanta,Dr. Parimal Patel,Consultant,Management of Post-Transplant Gastro-Liver Lung | Critically Ill patients | Indian Diploma in Critical Care ( ISCCM | 2019) | Post Graduate Diploma in Anaesthesiology ( B.J. Medical College | Ahmedabad | 2014) | M.B.B.S. (  Smt. NHLMMC | Ahmedabad | 2012),Critical Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care/doctor/dr-parimal-patel,"About Dr. Parimal Patel

Dr Parimal Patel is Consultant of Medantas Critical Care Unit and has been working in the field for 9 years .He has contributed to excellence in managing utmost complex clinical cases in intensive care units.He has actively participated in CMEs,update conferences and epidemic oriented complex work plans pertaining to ICUs endorsed by Govt Of India .He has been awarded fellowship by Indian college of critical care medicine .He is trained Intensivist by American Heart Associaton affiliated- ACLS programme.He has clinical expertise in managing critical cases of solid organ transplant recepients.... Continue Reading",notKnown
